SID,ISO_TIME,LAT,LON,USA_WIND,USA_PRES,future_pressure_6h,future_wind_6h,future_lat_6h,future_lon_6h,pressure_trend,wind_trend
2001313N12084,2001-11-10 03:00:00,13.9,82.1,25.0,1002.0,1001.0,28.0,14.2,82.1,0.0,0.0
2001313N12084,2001-11-10 06:00:00,14.1,82.1,25.0,1002.0,1000.0,30.0,14.4,82.1,0.0,0.0
2001313N12084,2001-11-10 09:00:00,14.2,82.1,28.0,1001.0,1000.0,30.0,14.6,82.1,-1.0,3.0
2001313N12084,2001-11-10 12:00:00,14.4,82.1,30.0,1000.0,1000.0,30.0,14.8,82.2,-1.0,2.0
2001313N12084,2001-11-10 15:00:00,14.6,82.1,30.0,1000.0,1000.0,30.0,15.0,82.4,0.0,0.0
2001313N12084,2001-11-10 18:00:00,14.8,82.2,30.0,1000.0,1000.0,30.0,15.1,82.7,0.0,0.0
2001313N12084,2001-11-10 21:00:00,15.0,82.4,30.0,1000.0,1000.0,30.0,15.3,83.0,0.0,0.0
2001313N12084,2001-11-11 00:00:00,15.1,82.7,30.0,1000.0,1000.0,30.0,15.4,83.4,0.0,0.0
2001313N12084,2001-11-11 03:00:00,15.3,83.0,30.0,1000.0,1000.0,30.0,15.5,83.8,0.0,0.0
2001313N12084,2001-11-11 06:00:00,15.4,83.4,30.0,1000.0,1000.0,30.0,15.6,84.2,0.0,0.0
2001313N12084,2001-11-11 09:00:00,15.5,83.8,30.0,1000.0,1000.0,30.0,15.8,84.6,0.0,0.0
2001313N12084,2001-11-11 12:00:00,15.6,84.2,30.0,1000.0,1000.0,30.0,16.0,84.9,0.0,0.0
2001313N12084,2001-11-11 15:00:00,15.8,84.6,30.0,1000.0,1000.0,30.0,16.3,85.2,0.0,0.0
2001313N12084,2001-11-11 18:00:00,16.0,84.9,30.0,1000.0,1000.0,30.0,16.6,85.5,0.0,0.0
2001313N12084,2001-11-11 21:00:00,16.3,85.2,30.0,1000.0,1002.0,25.0,16.9,85.6,0.0,0.0
2001313N12084,2001-11-12 00:00:00,16.6,85.5,30.0,1000.0,1004.0,20.0,17.3,85.7,0.0,0.0
2001361N01106,2001-12-26 12:00:00,1.4,106.2,25.0,1005.0,997.0,35.0,1.5,105.7,0.0,0.0
2001361N01106,2001-12-26 15:00:00,1.5,106.0,30.0,1001.0,987.0,50.0,1.5,105.4,-4.0,5.0
2001361N01106,2001-12-26 18:00:00,1.5,105.7,35.0,997.0,976.0,65.0,1.5,105.2,-4.0,5.0
2001361N01106,2001-12-26 21:00:00,1.5,105.4,50.0,987.0,976.0,65.0,1.5,104.8,-10.0,15.0
2001361N01106,2001-12-27 00:00:00,1.5,105.2,65.0,976.0,976.0,65.0,1.5,104.4,-11.0,15.0
2001361N01106,2001-12-27 03:00:00,1.5,104.8,65.0,976.0,984.0,55.0,1.5,104.1,0.0,0.0
2001361N01106,2001-12-27 06:00:00,1.5,104.4,65.0,976.0,991.0,45.0,1.6,103.8,0.0,0.0
2001361N01106,2001-12-27 09:00:00,1.5,104.1,55.0,984.0,993.0,43.0,1.6,103.4,8.0,-10.0
2001361N01106,2001-12-27 12:00:00,1.6,103.8,45.0,991.0,994.0,40.0,1.6,103.0,7.0,-10.0
2001361N01106,2001-12-27 15:00:00,1.6,103.4,43.0,993.0,997.0,35.0,1.7,102.7,2.0,-2.0
2001361N01106,2001-12-27 18:00:00,1.6,103.0,40.0,994.0,1000.0,30.0,1.7,102.3,1.0,-3.0
2001361N01106,2001-12-27 21:00:00,1.7,102.7,35.0,997.0,1000.0,30.0,1.8,101.9,3.0,-5.0
2001361N01106,2001-12-28 00:00:00,1.7,102.3,30.0,1000.0,1000.0,30.0,1.8,101.4,3.0,-5.0
2001361N01106,2001-12-28 03:00:00,1.8,101.9,30.0,1000.0,1001.0,28.0,1.8,101.1,0.0,0.0
2001361N01106,2001-12-28 06:00:00,1.8,101.4,30.0,1000.0,1002.0,25.0,1.9,100.7,0.0,0.0
2001361N01106,2001-12-28 09:00:00,1.8,101.1,28.0,1001.0,1002.0,25.0,1.9,100.3,1.0,-2.0
2001361N01106,2001-12-28 12:00:00,1.9,100.7,25.0,1002.0,1002.0,25.0,2.0,99.9,1.0,-3.0
2001361N01106,2001-12-28 15:00:00,1.9,100.3,25.0,1002.0,1003.0,23.0,2.1,99.3,0.0,0.0
2001361N01106,2001-12-28 18:00:00,2.0,99.9,25.0,1002.0,1004.0,20.0,2.3,98.7,0.0,0.0
2001361N01106,2001-12-28 21:00:00,2.1,99.3,23.0,1003.0,1004.0,20.0,2.5,98.3,1.0,-2.0
2001361N01106,2001-12-29 00:00:00,2.3,98.7,20.0,1004.0,1004.0,20.0,2.6,97.9,1.0,-3.0
2001361N01106,2001-12-29 03:00:00,2.5,98.3,20.0,1004.0,1003.0,23.0,2.7,97.5,0.0,0.0
2001361N01106,2001-12-29 06:00:00,2.6,97.9,20.0,1004.0,1002.0,25.0,2.8,97.1,0.0,0.0
2001361N01106,2001-12-29 09:00:00,2.7,97.5,23.0,1003.0,1002.0,25.0,3.0,96.4,-1.0,3.0
2001361N01106,2001-12-29 12:00:00,2.8,97.1,25.0,1002.0,1002.0,25.0,3.3,95.7,-1.0,2.0
2001361N01106,2001-12-29 15:00:00,3.0,96.4,25.0,1002.0,1002.0,25.0,3.6,95.0,0.0,0.0
2001361N01106,2001-12-29 18:00:00,3.3,95.7,25.0,1002.0,1002.0,25.0,3.8,94.3,0.0,0.0
2001361N01106,2001-12-29 21:00:00,3.6,95.0,25.0,1002.0,1002.0,25.0,4.0,93.8,0.0,0.0
2001361N01106,2001-12-30 00:00:00,3.8,94.3,25.0,1002.0,1002.0,25.0,4.1,93.3,0.0,0.0
2001361N01106,2001-12-30 03:00:00,4.0,93.8,25.0,1002.0,1002.0,25.0,4.3,92.9,0.0,0.0
2001361N01106,2001-12-30 06:00:00,4.1,93.3,25.0,1002.0,1002.0,25.0,4.4,92.5,0.0,0.0
2001361N01106,2001-12-30 09:00:00,4.3,92.9,25.0,1002.0,1001.0,30.0,4.5,92.1,0.0,0.0
2001361N01106,2001-12-30 12:00:00,4.4,92.5,25.0,1002.0,1000.0,35.0,4.6,91.8,0.0,0.0
2001361N01106,2001-12-30 15:00:00,4.5,92.1,30.0,1001.0,999.0,35.0,4.6,91.5,-1.0,5.0
2001361N01106,2001-12-30 18:00:00,4.6,91.8,35.0,1000.0,997.0,35.0,4.6,91.2,-1.0,5.0
2001361N01106,2001-12-30 21:00:00,4.6,91.5,35.0,999.0,997.0,35.0,4.6,91.0,-1.0,0.0
2001361N01106,2001-12-31 00:00:00,4.6,91.2,35.0,997.0,997.0,35.0,4.5,90.8,-2.0,0.0
2001361N01106,2001-12-31 03:00:00,4.6,91.0,35.0,997.0,997.0,35.0,4.4,90.6,0.0,0.0
2001361N01106,2001-12-31 06:00:00,4.5,90.8,35.0,997.0,997.0,35.0,4.2,90.5,0.0,0.0
2001361N01106,2001-12-31 09:00:00,4.4,90.6,35.0,997.0,999.0,33.0,4.0,90.4,0.0,0.0
2001361N01106,2001-12-31 12:00:00,4.2,90.5,35.0,997.0,1000.0,30.0,3.8,90.3,0.0,0.0
2001361N01106,2001-12-31 15:00:00,4.0,90.4,33.0,999.0,1001.0,28.0,3.6,90.2,2.0,-2.0
2001361N01106,2001-12-31 18:00:00,3.8,90.3,30.0,1000.0,1002.0,25.0,3.4,90.0,1.0,-3.0
2001361N01106,2001-12-31 21:00:00,3.6,90.2,28.0,1001.0,1002.0,25.0,3.2,89.7,1.0,-2.0
2001361N01106,2002-01-01 00:00:00,3.4,90.0,25.0,1002.0,1002.0,25.0,3.0,89.3,1.0,-3.0
2002126N09068,2002-05-05 18:00:00,8.6,67.7,25.0,1002.0,1002.0,25.0,8.7,67.2,0.0,0.0
2002126N09068,2002-05-05 21:00:00,8.6,67.5,25.0,1002.0,1002.0,28.0,9.3,66.9,0.0,0.0
2002126N09068,2002-05-06 00:00:00,8.7,67.2,25.0,1002.0,1002.0,30.0,10.0,66.5,0.0,0.0
2002126N09068,2002-05-06 03:00:00,9.3,66.9,28.0,1002.0,1001.0,30.0,10.6,66.2,0.0,3.0
2002126N09068,2002-05-06 06:00:00,10.0,66.5,30.0,1002.0,1000.0,30.0,11.2,66.0,0.0,2.0
2002126N09068,2002-05-06 09:00:00,10.6,66.2,30.0,1001.0,1000.0,30.0,11.4,65.8,-1.0,0.0
2002126N09068,2002-05-06 12:00:00,11.2,66.0,30.0,1000.0,1000.0,30.0,11.8,65.6,-1.0,0.0
2002126N09068,2002-05-06 15:00:00,11.4,65.8,30.0,1000.0,997.0,35.0,12.2,65.3,0.0,0.0
2002126N09068,2002-05-06 18:00:00,11.8,65.6,30.0,1000.0,994.0,40.0,12.7,64.9,0.0,0.0
2002126N09068,2002-05-06 21:00:00,12.2,65.3,35.0,997.0,996.0,40.0,13.0,64.4,-3.0,5.0
2002126N09068,2002-05-07 00:00:00,12.7,64.9,40.0,994.0,997.0,40.0,13.1,64.0,-3.0,5.0
2002126N09068,2002-05-07 03:00:00,13.0,64.4,40.0,996.0,996.0,40.0,13.1,63.6,2.0,0.0
2002126N09068,2002-05-07 06:00:00,13.1,64.0,40.0,997.0,994.0,40.0,13.1,63.2,1.0,0.0
2002126N09068,2002-05-07 09:00:00,13.1,63.6,40.0,996.0,996.0,38.0,13.0,62.8,-1.0,0.0
2002126N09068,2002-05-07 12:00:00,13.1,63.2,40.0,994.0,997.0,35.0,13.1,62.6,-2.0,0.0
2002126N09068,2002-05-07 15:00:00,13.0,62.8,38.0,996.0,997.0,35.0,13.1,62.5,2.0,-2.0
2002126N09068,2002-05-07 18:00:00,13.1,62.6,35.0,997.0,997.0,35.0,13.2,62.3,1.0,-3.0
2002126N09068,2002-05-07 21:00:00,13.1,62.5,35.0,997.0,997.0,35.0,13.3,61.8,0.0,0.0
2002126N09068,2002-05-08 00:00:00,13.2,62.3,35.0,997.0,997.0,35.0,13.4,61.3,0.0,0.0
2002126N09068,2002-05-08 03:00:00,13.3,61.8,35.0,997.0,997.0,35.0,13.4,61.0,0.0,0.0
2002126N09068,2002-05-08 06:00:00,13.4,61.3,35.0,997.0,997.0,35.0,13.5,60.7,0.0,0.0
2002126N09068,2002-05-08 09:00:00,13.4,61.0,35.0,997.0,997.0,35.0,13.7,60.4,0.0,0.0
2002126N09068,2002-05-08 12:00:00,13.5,60.7,35.0,997.0,997.0,35.0,13.9,60.1,0.0,0.0
2002126N09068,2002-05-08 15:00:00,13.7,60.4,35.0,997.0,996.0,38.0,14.0,59.6,0.0,0.0
2002126N09068,2002-05-08 18:00:00,13.9,60.1,35.0,997.0,994.0,40.0,14.1,59.4,0.0,0.0
2002126N09068,2002-05-08 21:00:00,14.0,59.6,38.0,996.0,993.0,43.0,14.2,58.9,-1.0,3.0
2002126N09068,2002-05-09 00:00:00,14.1,59.4,40.0,994.0,991.0,45.0,14.6,58.1,-2.0,2.0
2002126N09068,2002-05-09 03:00:00,14.2,58.9,43.0,993.0,991.0,45.0,14.7,57.6,-1.0,3.0
2002126N09068,2002-05-09 06:00:00,14.6,58.1,45.0,991.0,991.0,45.0,15.0,56.8,-2.0,2.0
2002126N09068,2002-05-09 09:00:00,14.7,57.6,45.0,991.0,991.0,45.0,15.1,56.2,0.0,0.0
2002126N09068,2002-05-09 12:00:00,15.0,56.8,45.0,991.0,991.0,45.0,15.4,55.7,0.0,0.0
2002126N09068,2002-05-09 15:00:00,15.1,56.2,45.0,991.0,991.0,45.0,15.5,54.9,0.0,0.0
2002126N09068,2002-05-09 18:00:00,15.4,55.7,45.0,991.0,991.0,45.0,15.8,54.4,0.0,0.0
2002126N09068,2002-05-09 21:00:00,15.5,54.9,45.0,991.0,993.0,43.0,15.9,54.0,0.0,0.0
2002126N09068,2002-05-10 00:00:00,15.8,54.4,45.0,991.0,994.0,40.0,16.1,53.8,0.0,0.0
2002126N09068,2002-05-10 03:00:00,15.9,54.0,43.0,993.0,996.0,38.0,16.2,53.5,2.0,-2.0
2002126N09068,2002-05-10 06:00:00,16.1,53.8,40.0,994.0,997.0,35.0,16.5,53.3,1.0,-3.0
2002126N09068,2002-05-10 09:00:00,16.2,53.5,38.0,996.0,999.0,33.0,16.9,53.2,2.0,-2.0
2002126N09068,2002-05-10 12:00:00,16.5,53.3,35.0,997.0,1000.0,30.0,17.4,53.1,1.0,-3.0
2002129N08096,2002-05-09 06:00:00,8.4,95.5,25.0,1002.0,1000.0,30.0,8.9,95.1,0.0,0.0
2002129N08096,2002-05-09 09:00:00,8.7,95.3,28.0,1001.0,1000.0,30.0,9.1,95.1,-1.0,3.0
2002129N08096,2002-05-09 12:00:00,8.9,95.1,30.0,1000.0,1000.0,30.0,9.4,95.1,-1.0,2.0
2002129N08096,2002-05-09 15:00:00,9.1,95.1,30.0,1000.0,1000.0,30.0,9.6,95.1,0.0,0.0
2002129N08096,2002-05-09 18:00:00,9.4,95.1,30.0,1000.0,1000.0,30.0,9.9,95.1,0.0,0.0
2002129N08096,2002-05-09 21:00:00,9.6,95.1,30.0,1000.0,1000.0,30.0,10.2,95.2,0.0,0.0
2002129N08096,2002-05-10 00:00:00,9.9,95.1,30.0,1000.0,1000.0,30.0,10.5,95.3,0.0,0.0
2002129N08096,2002-05-10 03:00:00,10.2,95.2,30.0,1000.0,999.0,33.0,10.8,95.4,0.0,0.0
2002129N08096,2002-05-10 06:00:00,10.5,95.3,30.0,1000.0,997.0,35.0,11.0,95.5,0.0,0.0
2002129N08096,2002-05-10 09:00:00,10.8,95.4,33.0,999.0,997.0,35.0,11.2,95.5,-1.0,3.0
2002129N08096,2002-05-10 12:00:00,11.0,95.5,35.0,997.0,997.0,35.0,11.5,95.5,-2.0,2.0
2002129N08096,2002-05-10 15:00:00,11.2,95.5,35.0,997.0,997.0,35.0,11.8,95.5,0.0,0.0
2002129N08096,2002-05-10 18:00:00,11.5,95.5,35.0,997.0,997.0,35.0,12.1,95.4,0.0,0.0
2002129N08096,2002-05-10 21:00:00,11.8,95.5,35.0,997.0,994.0,40.0,12.4,95.5,0.0,0.0
2002129N08096,2002-05-11 00:00:00,12.1,95.4,35.0,997.0,991.0,45.0,12.9,95.8,0.0,0.0
2002129N08096,2002-05-11 03:00:00,12.4,95.5,40.0,994.0,991.0,45.0,13.6,95.9,-3.0,5.0
2002129N08096,2002-05-11 06:00:00,12.9,95.8,45.0,991.0,991.0,45.0,14.3,96.0,-3.0,5.0
2002129N08096,2002-05-11 09:00:00,13.6,95.9,45.0,991.0,991.0,45.0,14.8,96.1,0.0,0.0
2002129N08096,2002-05-11 12:00:00,14.3,96.0,45.0,991.0,991.0,45.0,15.4,96.2,0.0,0.0
2002129N08096,2002-05-11 15:00:00,14.8,96.1,45.0,991.0,994.0,40.0,15.8,96.2,0.0,0.0
2002129N08096,2002-05-11 18:00:00,15.4,96.2,45.0,991.0,997.0,35.0,16.5,96.3,0.0,0.0
2002129N08096,2002-05-11 21:00:00,15.8,96.2,40.0,994.0,1000.0,30.0,17.6,96.5,3.0,-5.0
2002129N08096,2002-05-12 00:00:00,16.5,96.3,35.0,997.0,1002.0,25.0,18.3,96.6,3.0,-5.0
2002129N08096,2002-05-12 03:00:00,17.6,96.5,30.0,1000.0,1004.0,20.0,18.8,97.0,3.0,-5.0
2002129N08096,2002-05-12 06:00:00,18.3,96.6,25.0,1002.0,1006.0,15.0,19.2,97.4,2.0,-5.0
2002314N12083,2002-11-09 18:00:00,11.7,82.5,25.0,1002.0,1002.0,25.0,11.9,82.5,0.0,0.0
2002314N12083,2002-11-09 21:00:00,11.8,82.5,25.0,1002.0,1002.0,25.0,12.0,82.5,0.0,0.0
2002314N12083,2002-11-10 00:00:00,11.9,82.5,25.0,1002.0,1002.0,25.0,12.1,82.5,0.0,0.0
2002314N12083,2002-11-10 03:00:00,12.0,82.5,25.0,1002.0,1002.0,25.0,12.1,82.5,0.0,0.0
2002314N12083,2002-11-10 06:00:00,12.1,82.5,25.0,1002.0,1002.0,25.0,12.3,82.6,0.0,0.0
2002314N12083,2002-11-10 09:00:00,12.1,82.5,25.0,1002.0,1002.0,25.0,12.5,82.6,0.0,0.0
2002314N12083,2002-11-10 12:00:00,12.3,82.6,25.0,1002.0,1002.0,25.0,12.8,82.7,0.0,0.0
2002314N12083,2002-11-10 15:00:00,12.5,82.6,25.0,1002.0,1001.0,28.0,13.2,82.8,0.0,0.0
2002314N12083,2002-11-10 18:00:00,12.8,82.7,25.0,1002.0,1000.0,30.0,13.6,83.0,0.0,0.0
2002314N12083,2002-11-10 21:00:00,13.2,82.8,28.0,1001.0,1000.0,30.0,14.0,83.4,-1.0,3.0
2002314N12083,2002-11-11 00:00:00,13.6,83.0,30.0,1000.0,1000.0,30.0,14.4,83.9,-1.0,2.0
2002314N12083,2002-11-11 03:00:00,14.0,83.4,30.0,1000.0,999.0,33.0,14.9,84.3,0.0,0.0
2002314N12083,2002-11-11 06:00:00,14.4,83.9,30.0,1000.0,997.0,35.0,15.7,84.8,0.0,0.0
2002314N12083,2002-11-11 09:00:00,14.9,84.3,33.0,999.0,997.0,35.0,15.9,84.7,-1.0,3.0
2002314N12083,2002-11-11 12:00:00,15.7,84.8,35.0,997.0,997.0,35.0,16.3,84.8,-2.0,2.0
2002314N12083,2002-11-11 15:00:00,15.9,84.7,35.0,997.0,997.0,35.0,16.8,85.0,0.0,0.0
2002314N12083,2002-11-11 18:00:00,16.3,84.8,35.0,997.0,997.0,35.0,18.4,86.4,0.0,0.0
2002314N12083,2002-11-11 21:00:00,16.8,85.0,35.0,997.0,991.0,45.0,19.6,86.9,0.0,0.0
2002314N12083,2002-11-12 00:00:00,18.4,86.4,35.0,997.0,984.0,55.0,20.9,87.5,0.0,0.0
2002314N12083,2002-11-12 03:00:00,19.6,86.9,45.0,991.0,992.0,43.0,22.3,88.4,-6.0,10.0
2002314N12083,2002-11-12 06:00:00,20.9,87.5,55.0,984.0,1000.0,30.0,23.7,89.7,-7.0,10.0
2002327N10089,2002-11-22 18:00:00,9.5,88.8,25.0,1002.0,1002.0,25.0,10.1,88.7,0.0,0.0
2002327N10089,2002-11-22 21:00:00,9.8,88.7,25.0,1002.0,1002.0,25.0,10.3,88.4,0.0,0.0
2002327N10089,2002-11-23 00:00:00,10.1,88.7,25.0,1002.0,1002.0,25.0,10.6,88.1,0.0,0.0
2002327N10089,2002-11-23 03:00:00,10.3,88.4,25.0,1002.0,1000.0,30.0,11.2,88.0,0.0,0.0
2002327N10089,2002-11-23 06:00:00,10.6,88.1,25.0,1002.0,997.0,35.0,11.8,87.9,0.0,0.0
2002327N10089,2002-11-23 09:00:00,11.2,88.0,30.0,1000.0,994.0,40.0,12.1,87.8,-2.0,5.0
2002327N10089,2002-11-23 12:00:00,11.8,87.9,35.0,997.0,991.0,45.0,12.4,87.9,-3.0,5.0
2002327N10089,2002-11-23 15:00:00,12.1,87.8,40.0,994.0,991.0,45.0,12.7,88.1,-3.0,5.0
2002327N10089,2002-11-23 18:00:00,12.4,87.9,45.0,991.0,991.0,45.0,13.2,88.1,-3.0,5.0
2002327N10089,2002-11-23 21:00:00,12.7,88.1,45.0,991.0,993.0,43.0,13.4,88.0,0.0,0.0
2002327N10089,2002-11-24 00:00:00,13.2,88.1,45.0,991.0,994.0,40.0,13.8,88.0,0.0,0.0
2002327N10089,2002-11-24 03:00:00,13.4,88.0,43.0,993.0,996.0,38.0,14.1,88.0,2.0,-2.0
2002327N10089,2002-11-24 06:00:00,13.8,88.0,40.0,994.0,997.0,35.0,14.7,88.2,1.0,-3.0
2002327N10089,2002-11-24 09:00:00,14.1,88.0,38.0,996.0,997.0,35.0,14.8,88.2,2.0,-2.0
2002327N10089,2002-11-24 12:00:00,14.7,88.2,35.0,997.0,997.0,35.0,14.8,88.2,1.0,-3.0
2002327N10089,2002-11-24 15:00:00,14.8,88.2,35.0,997.0,997.0,35.0,15.0,88.1,0.0,0.0
2002327N10089,2002-11-24 18:00:00,14.8,88.2,35.0,997.0,997.0,35.0,15.2,88.1,0.0,0.0
2002327N10089,2002-11-24 21:00:00,15.0,88.1,35.0,997.0,997.0,35.0,15.2,88.0,0.0,0.0
2002327N10089,2002-11-25 00:00:00,15.2,88.1,35.0,997.0,997.0,35.0,15.3,88.0,0.0,0.0
2002327N10089,2002-11-25 03:00:00,15.2,88.0,35.0,997.0,997.0,35.0,15.4,87.9,0.0,0.0
2002327N10089,2002-11-25 06:00:00,15.3,88.0,35.0,997.0,997.0,35.0,15.4,87.9,0.0,0.0
2002355N04077,2002-12-21 06:00:00,1.9,78.7,25.0,1002.0,1002.0,25.0,2.2,78.9,0.0,0.0
2002355N04077,2002-12-21 09:00:00,2.0,78.8,25.0,1002.0,1002.0,25.0,2.4,79.1,0.0,0.0
2002355N04077,2002-12-21 12:00:00,2.2,78.9,25.0,1002.0,1002.0,25.0,2.6,79.4,0.0,0.0
2002355N04077,2002-12-21 15:00:00,2.4,79.1,25.0,1002.0,1002.0,25.0,2.8,79.7,0.0,0.0
2002355N04077,2002-12-21 18:00:00,2.6,79.4,25.0,1002.0,1002.0,25.0,3.0,79.9,0.0,0.0
2002355N04077,2002-12-21 21:00:00,2.8,79.7,25.0,1002.0,1002.0,25.0,3.2,80.2,0.0,0.0
2002355N04077,2002-12-22 00:00:00,3.0,79.9,25.0,1002.0,1002.0,25.0,3.4,80.4,0.0,0.0
2002355N04077,2002-12-22 03:00:00,3.2,80.2,25.0,1002.0,1002.0,25.0,3.5,80.5,0.0,0.0
2002355N04077,2002-12-22 06:00:00,3.4,80.4,25.0,1002.0,1002.0,25.0,3.7,80.4,0.0,0.0
2002355N04077,2002-12-22 09:00:00,3.5,80.5,25.0,1002.0,1001.0,28.0,3.9,80.4,0.0,0.0
2002355N04077,2002-12-22 12:00:00,3.7,80.4,25.0,1002.0,1000.0,30.0,4.0,80.4,0.0,0.0
2002355N04077,2002-12-22 15:00:00,3.9,80.4,28.0,1001.0,1000.0,30.0,4.1,80.5,-1.0,3.0
2002355N04077,2002-12-22 18:00:00,4.0,80.4,30.0,1000.0,1000.0,30.0,4.2,80.7,-1.0,2.0
2002355N04077,2002-12-22 21:00:00,4.1,80.5,30.0,1000.0,1000.0,30.0,4.3,80.7,0.0,0.0
2002355N04077,2002-12-23 00:00:00,4.2,80.7,30.0,1000.0,1000.0,30.0,4.3,80.8,0.0,0.0
2002355N04077,2002-12-23 03:00:00,4.3,80.7,30.0,1000.0,1000.0,30.0,4.6,81.0,0.0,0.0
2002355N04077,2002-12-23 06:00:00,4.3,80.8,30.0,1000.0,1000.0,30.0,4.9,81.2,0.0,0.0
2002355N04077,2002-12-23 09:00:00,4.6,81.0,30.0,1000.0,999.0,33.0,5.0,81.4,0.0,0.0
2002355N04077,2002-12-23 12:00:00,4.9,81.2,30.0,1000.0,997.0,35.0,5.1,81.5,0.0,0.0
2002355N04077,2002-12-23 15:00:00,5.0,81.4,33.0,999.0,997.0,35.0,5.1,81.6,-1.0,3.0
2002355N04077,2002-12-23 18:00:00,5.1,81.5,35.0,997.0,997.0,35.0,5.3,81.8,-2.0,2.0
2002355N04077,2002-12-23 21:00:00,5.1,81.6,35.0,997.0,997.0,35.0,5.6,82.2,0.0,0.0
2002355N04077,2002-12-24 00:00:00,5.3,81.8,35.0,997.0,997.0,35.0,5.7,82.4,0.0,0.0
2002355N04077,2002-12-24 03:00:00,5.6,82.2,35.0,997.0,997.0,35.0,6.0,82.8,0.0,0.0
2002355N04077,2002-12-24 06:00:00,5.7,82.4,35.0,997.0,997.0,35.0,6.1,83.0,0.0,0.0
2002355N04077,2002-12-24 09:00:00,6.0,82.8,35.0,997.0,997.0,35.0,6.5,83.4,0.0,0.0
2002355N04077,2002-12-24 12:00:00,6.1,83.0,35.0,997.0,997.0,35.0,6.6,83.6,0.0,0.0
2002355N04077,2002-12-24 15:00:00,6.5,83.4,35.0,997.0,997.0,35.0,6.7,83.7,0.0,0.0
2002355N04077,2002-12-24 18:00:00,6.6,83.6,35.0,997.0,997.0,35.0,7.1,84.3,0.0,0.0
2002355N04077,2002-12-24 21:00:00,6.7,83.7,35.0,997.0,997.0,35.0,7.2,84.4,0.0,0.0
2002355N04077,2002-12-25 00:00:00,7.1,84.3,35.0,997.0,997.0,35.0,7.3,85.1,0.0,0.0
2002355N04077,2002-12-25 03:00:00,7.2,84.4,35.0,997.0,997.0,35.0,7.6,85.7,0.0,0.0
2002355N04077,2002-12-25 06:00:00,7.3,85.1,35.0,997.0,997.0,35.0,7.8,86.1,0.0,0.0
2002355N04077,2002-12-25 09:00:00,7.6,85.7,35.0,997.0,999.0,33.0,7.9,86.3,0.0,0.0
2002355N04077,2002-12-25 12:00:00,7.8,86.1,35.0,997.0,1000.0,30.0,8.2,86.7,0.0,0.0
2003129N05091,2003-05-08 12:00:00,5.0,91.3,15.0,1006.0,1004.0,20.0,4.8,91.2,0.0,0.0
2003129N05091,2003-05-08 15:00:00,4.9,91.3,18.0,1005.0,1004.0,20.0,4.7,91.2,-1.0,3.0
2003129N05091,2003-05-08 18:00:00,4.8,91.2,20.0,1004.0,1004.0,20.0,4.5,91.1,-1.0,2.0
2003129N05091,2003-05-08 21:00:00,4.7,91.2,20.0,1004.0,1003.0,23.0,4.3,91.1,0.0,0.0
2003129N05091,2003-05-09 00:00:00,4.5,91.1,20.0,1004.0,1002.0,25.0,4.2,91.0,0.0,0.0
2003129N05091,2003-05-09 03:00:00,4.3,91.1,23.0,1003.0,1002.0,25.0,4.2,90.9,-1.0,3.0
2003129N05091,2003-05-09 06:00:00,4.2,91.0,25.0,1002.0,1002.0,25.0,4.4,90.7,-1.0,2.0
2003129N05091,2003-05-09 09:00:00,4.2,90.9,25.0,1002.0,1002.0,25.0,4.7,90.5,0.0,0.0
2003129N05091,2003-05-09 12:00:00,4.4,90.7,25.0,1002.0,1002.0,25.0,5.1,90.4,0.0,0.0
2003129N05091,2003-05-09 15:00:00,4.7,90.5,25.0,1002.0,1002.0,25.0,5.5,90.3,0.0,0.0
2003129N05091,2003-05-09 18:00:00,5.1,90.4,25.0,1002.0,1002.0,25.0,6.0,90.2,0.0,0.0
2003129N05091,2003-05-09 21:00:00,5.5,90.3,25.0,1002.0,1002.0,25.0,6.4,90.2,0.0,0.0
2003129N05091,2003-05-10 00:00:00,6.0,90.2,25.0,1002.0,1002.0,25.0,6.6,90.1,0.0,0.0
2003129N05091,2003-05-10 03:00:00,6.4,90.2,25.0,1002.0,1001.0,28.0,7.2,90.1,0.0,0.0
2003129N05091,2003-05-10 06:00:00,6.6,90.1,25.0,1002.0,1000.0,30.0,7.9,89.5,0.0,0.0
2003129N05091,2003-05-10 09:00:00,7.2,90.1,28.0,1001.0,999.0,33.0,8.1,89.3,-1.0,3.0
2003129N05091,2003-05-10 12:00:00,7.9,89.5,30.0,1000.0,997.0,35.0,8.6,88.9,-1.0,2.0
2003129N05091,2003-05-10 15:00:00,8.1,89.3,33.0,999.0,994.0,40.0,8.8,88.7,-1.0,3.0
2003129N05091,2003-05-10 18:00:00,8.6,88.9,35.0,997.0,991.0,45.0,9.3,88.3,-2.0,2.0
2003129N05091,2003-05-10 21:00:00,8.8,88.7,40.0,994.0,988.0,50.0,9.8,87.6,-3.0,5.0
2003129N05091,2003-05-11 00:00:00,9.3,88.3,45.0,991.0,984.0,55.0,10.2,87.2,-3.0,5.0
2003129N05091,2003-05-11 03:00:00,9.8,87.6,50.0,988.0,982.0,58.0,10.3,87.0,-3.0,5.0
2003129N05091,2003-05-11 06:00:00,10.2,87.2,55.0,984.0,980.0,60.0,10.6,86.7,-4.0,5.0
2003129N05091,2003-05-11 09:00:00,10.3,87.0,58.0,982.0,980.0,60.0,10.6,86.5,-2.0,3.0
